# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_modified_model
# start_datetime = 2024-11-24 17:46:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_452.json
# init = 2 (Default)
# random
#   seed = 1718731590 (Default)
# output
#   file = output_model_modified/output_452.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,X,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.23186
# Diagonal elements of inverse mass matrix:
# 8293.85, 0.000576221, 3.71242, 0.178445, 0.00426525, 0.0127346, 1.62917, 0.523393
-6511.75,0.987619,0.23186,4,15,0,6518.35,5885.84,959.752,0.999802,0.942161,0.570959,0.757722,0.990574,0.964093
-6508.78,0.985026,0.23186,4,15,0,6515.81,5909.42,1022.95,0.987371,0.955205,0.535335,0.813342,0.992527,0.983091
-6509.47,0.979064,0.23186,4,15,0,6511.36,5961.62,1019.88,0.998953,0.940892,0.577851,0.776772,0.983661,0.974349
-6509.81,0.985241,0.23186,3,15,0,6518.26,5927.99,1023.27,0.999945,0.910907,0.541518,0.775619,0.977221,0.966659
-6509.83,0.93135,0.23186,3,7,0,6513.54,6014.63,1014.23,0.999987,0.919997,0.542631,0.793814,0.962065,0.971145
-6508.85,0.964902,0.23186,3,15,0,6512.31,5906.59,1013.17,0.999977,0.943883,0.538586,0.802597,0.95891,0.969792
-6507.73,0.719745,0.23186,3,11,0,6513.19,5945.02,1019.94,0.995168,0.956271,0.521835,0.77921,0.979831,0.982345
-6506.16,0.996601,0.23186,4,15,0,6509.04,5952.1,1006.37,0.996108,0.948025,0.525251,0.768554,0.96699,0.970695
