# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_modified_model
# start_datetime = 2024-11-24 17:48:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_715.json
# init = 2 (Default)
# random
#   seed = 1718849169 (Default)
# output
#   file = output_model_modified/output_715.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,X,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.162329
# Diagonal elements of inverse mass matrix:
# 233625, 0.00223454, 0.353357, 0.223412, 0.00760724, 0.272175, 0.740595, 0.031721
-7503.73,0.95317,0.162329,4,31,0,7507.66,20660.3,3032.29,0.849594,0.865675,0.464661,0.855142,0.890095,0.630669
-7504.93,0.870495,0.162329,3,15,0,7508.53,20421.4,3172.09,0.851935,0.8541,0.470543,0.85784,0.875357,0.613584
-7505.76,0.986869,0.162329,4,15,0,7507.63,20591.9,2993.08,0.867703,0.842681,0.472055,0.853627,0.84094,0.572385
-7508.21,0.761409,0.162329,4,31,0,7509.63,20471.5,3047.98,0.86405,0.848588,0.466061,0.819777,0.913146,0.571724
-7508.25,0.996488,0.162329,4,31,0,7511.75,20062.4,3198.96,0.89302,0.889425,0.470436,0.911903,0.867723,0.594369
-7508.55,0.926867,0.162329,4,23,0,7512,20851.2,3108.71,0.812515,0.847684,0.46185,0.866161,0.854063,0.712678
-7504.71,1,0.162329,5,31,0,7511.19,20634.2,3218.1,0.882987,0.879035,0.466858,0.895034,0.885746,0.696239
-7503.74,0.916328,0.162329,4,23,0,7506.89,20713.5,3030.49,0.852586,0.850976,0.45937,0.864694,0.850167,0.604445
