# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_modified_model
# start_datetime = 2024-11-24 17:49:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_853.json
# init = 2 (Default)
# random
#   seed = 1718917159 (Default)
# output
#   file = output_model_modified/output_853.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,X,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.164219
# Diagonal elements of inverse mass matrix:
# 20.7451, 0.000722272, 4.624, 2.18188, 7.51105, 0.198473, 4.60345, 0.942886
-4579.09,0.699607,0.164219,4,15,0,4582.07,457.107,82.9296,0.999706,0.991386,0.999931,0.797053,0.976212,0.237419
-4581.54,0.997399,0.164219,4,15,0,4583.95,456.043,81.5268,0.999989,0.996557,0.999936,0.866572,0.990192,0.456056
-4577.92,0.967271,0.164219,4,15,0,4584.43,460.581,83.7708,0.999612,0.992149,0.999842,0.880527,0.994258,0.596206
-4576.04,0.990618,0.164219,4,15,0,4579.13,459.578,84.6167,0.999294,0.938045,0.999616,0.896914,0.945707,0.561488
-4577.95,0.587612,0.164219,3,15,0,4582.71,465.31,86.5116,0.999808,0.942368,0.995949,0.917911,0.974957,0.458796
-4576.63,0.984638,0.164219,3,7,0,4581.01,463.053,85.0023,0.99982,0.952666,0.999482,0.854701,0.959343,0.669441
-4573.63,0.957911,0.164219,4,31,0,4579.77,457.554,84.4687,0.992492,0.955563,0.939227,0.792461,0.961054,0.358821
-4573.78,0.740237,0.164219,4,15,0,4578.14,465.662,84.0793,0.994277,0.978775,0.928081,0.819966,0.982275,0.479539
-4581.79,0.18664,0.164219,5,31,0,4586,470.041,88.5409,0.945906,0.99914,0.996505,0.866235,0.981915,0.669996
-4579.68,0.954498,0.164219,3,7,0,4584.08,466.425,87.4192,0.995971,0.999587,0.997731,0.874092,0.926203,0.658037
-4579.14,0.987782,0.164219,4,15,0,4583.96,466.273,87.8947,0.990552,0.999643,0.998351,0.87895,0.933573,0.646654
-4575.32,0.879612,0.164219,5,31,0,4582.03,457.681,86.2894,0.996144,0.960648,0.906513,0.822426,0.991713,0.387536
-4572.98,1,0.164219,4,15,0,4580.34,457.519,85.6826,0.990593,0.952239,0.954197,0.832032,0.992901,0.371683
-4572.69,0.72011,0.164219,4,23,0,4574.43,461.469,84.4894,0.99178,0.96064,0.993865,0.861333,0.934502,0.463733
-4572.04,0.935295,0.164219,4,23,0,4577.04,462.655,85.7935,0.986599,0.963839,0.982578,0.827255,0.940094,0.429567
-4572.16,0.907616,0.164219,4,31,0,4576.59,467.547,87.9306,0.982631,0.917735,0.951231,0.880048,0.943131,0.638751
-4572.18,0.82041,0.164219,4,15,0,4577.24,467.511,86.0361,0.972712,0.970821,0.971413,0.865841,0.975473,0.647908
-4575.54,0.685252,0.164219,4,31,0,4576.27,454.869,85.906,0.999829,0.943472,0.983867,0.853613,0.986636,0.282717
-4573.94,0.972373,0.164219,4,31,0,4577.77,460.97,84.3689,0.996255,0.980226,0.993718,0.911421,0.977806,0.776095
-4576.4,0.915917,0.164219,4,31,0,4580.7,462.251,87.2079,0.967282,0.909892,0.940313,0.895384,0.9924,0.247591
-4575.65,0.928879,0.164219,4,15,0,4580.1,457.291,86.9496,0.998428,0.996632,0.978116,0.856608,0.98502,0.573575
-4574.55,0.996177,0.164219,4,31,0,4577.02,455.959,86.1741,0.993116,0.986775,0.988881,0.888025,0.989429,0.338223
-4574.17,0.973668,0.164219,5,31,0,4578.95,455.997,85.1981,0.998321,0.938765,0.992817,0.842959,0.989729,0.370339
-4574.99,0.984198,0.164219,4,15,0,4579.54,459.899,87.418,0.999807,0.966265,0.974977,0.883821,0.997342,0.475691
-4573.91,0.987566,0.164219,4,31,0,4578.42,460.27,82.1497,0.99492,0.954327,0.978556,0.858499,0.920842,0.475787
-4576.61,1,0.164219,5,31,0,4579.72,462.185,88.8981,0.99997,0.966942,0.980648,0.89853,0.947882,0.439219
-4574.19,0.984659,0.164219,4,15,0,4578.49,458.024,86.2757,0.999295,0.955678,0.965513,0.845247,0.992501,0.496181
-4574.32,0.998765,0.164219,4,15,0,4575.31,456.394,85.3483,0.999165,0.963068,0.982185,0.85808,0.975278,0.279025
-4573.84,0.940055,0.164219,4,31,0,4576.22,456.591,87.2527,0.981314,0.966029,0.992403,0.883127,0.987996,0.550468
-4573.17,0.992146,0.164219,4,15,0,4576.39,456.594,86.2717,0.990169,0.981638,0.985198,0.888841,0.975306,0.556707
-4574.21,0.698053,0.164219,4,31,0,4577.04,455.772,84.482,0.998132,0.975981,0.954592,0.88763,0.98694,0.471789
-4575.39,0.97198,0.164219,4,31,0,4578.35,460.557,81.627,0.997253,0.912329,0.993299,0.843737,0.995731,0.395705
-4573.74,0.901822,0.164219,4,15,0,4577.05,462.263,84.6651,0.988855,0.987038,0.992563,0.841811,0.973136,0.378439
-4575.69,0.977267,0.164219,3,15,0,4578.76,459.513,85.1205,0.999271,0.983242,0.941365,0.841076,0.979468,0.57486
-4576.44,0.753319,0.164219,4,23,0,4579.03,466.657,85.6663,0.999181,0.892527,0.997105,0.887693,0.956259,0.477093
-4573.05,1,0.164219,4,15,0,4578.11,461.099,86.2294,0.987114,0.976274,0.993305,0.866796,0.980058,0.617095
-4572.03,0.957238,0.164219,4,31,0,4575.47,460.192,83.5351,0.99052,0.972612,0.952862,0.853369,0.959955,0.460002
-4572.23,0.994,0.164219,4,15,0,4572.82,461.81,85.2064,0.990352,0.908925,0.975351,0.825086,0.978024,0.357644
-4571.86,0.996764,0.164219,4,23,0,4573.92,460.871,85.0974,0.988904,0.975697,0.954641,0.875492,0.97471,0.483549
-4574.37,0.987002,0.164219,4,15,0,4575.43,456.592,82.7966,0.998966,0.965303,0.985745,0.864849,0.988656,0.49891
-4573.95,0.986285,0.164219,4,15,0,4575.96,464.552,86.8476,0.94659,0.990794,0.951655,0.841819,0.971247,0.463461
-4576.54,0.873923,0.164219,3,7,0,4580.11,465.546,87.134,0.939055,0.994161,0.935803,0.882309,0.956653,0.337927
-4578.11,0.872696,0.164219,4,31,0,4581.7,458.114,83.2844,0.988221,0.892417,0.995987,0.777115,0.940743,0.411444
-4576.08,0.995409,0.164219,3,15,0,4582.64,459.595,81.8954,0.97144,0.975605,0.926576,0.739878,0.981401,0.158873
-4575.85,0.987673,0.164219,3,7,0,4577.34,459.249,82.7337,0.966491,0.982522,0.897949,0.717492,0.97176,0.219667
-4573.29,0.997655,0.164219,4,31,0,4579.36,460.256,86.2999,0.989511,0.911101,0.977303,0.843881,0.91467,0.302689
-4576.1,0.981962,0.164219,3,7,0,4577.8,459.173,87.0214,0.875196,0.935422,0.92966,0.8618,0.983635,0.213361
-4577.55,0.986264,0.164219,4,15,0,4579.57,458.947,80.355,0.998312,0.947873,0.991325,0.801543,0.947899,0.481783
-4578.17,0.991575,0.164219,4,15,0,4581.9,461.39,81.5578,0.882044,0.931607,0.815348,0.811696,0.990858,0.173753
