# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_modified_model
# start_datetime = 2024-11-24 17:50:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_967.json
# init = 2 (Default)
# random
#   seed = 1718984499 (Default)
# output
#   file = output_model_modified/output_967.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,X,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.33106
# Diagonal elements of inverse mass matrix:
# 451734, 0.00140074, 0.0159406, 0.0039052, 0.0176607, 0.00357669, 0.00527329, 0.0420437
-7897.74,0.989672,0.33106,3,15,0,7904.24,41261.1,4794.65,0.810239,0.230188,0.817329,0.593064,0.627963,0.86248
-7899.27,0.955274,0.33106,3,15,0,7902.49,41039.4,5458.85,0.835591,0.238536,0.831763,0.601005,0.672463,0.924402
-7897.03,0.96182,0.33106,3,15,0,7902.66,41881,4973.41,0.797805,0.219052,0.808016,0.586334,0.622535,0.898603
-7896.79,0.942341,0.33106,3,7,0,7899.67,41972.2,4905.77,0.791148,0.230347,0.796489,0.586397,0.631142,0.875267
-7902.08,0.909195,0.33106,3,7,0,7902.96,41865.7,4671.87,0.796911,0.225679,0.769118,0.596067,0.615878,0.852007
-7901.32,0.887964,0.33106,3,7,0,7909.24,41763.2,4784.8,0.787537,0.21527,0.774296,0.591945,0.620532,0.851951
-7897.52,0.999091,0.33106,4,15,0,7903.61,41029.2,5009.45,0.822433,0.224642,0.823047,0.582327,0.65114,0.905012
-7898.64,0.996554,0.33106,3,7,0,7899.92,40825,5268.12,0.818485,0.243152,0.820497,0.611436,0.652807,0.900599
-7898.07,0.992392,0.33106,4,31,0,7900.05,41384.4,5107.85,0.812991,0.213758,0.814731,0.577069,0.645257,0.906665
-7897.37,0.972468,0.33106,3,7,0,7899.27,41908,5116.62,0.796001,0.235273,0.791267,0.593915,0.634014,0.894293
-7900.37,0.842538,0.33106,4,15,0,7901.6,40983.6,5018.88,0.827386,0.213459,0.815191,0.575673,0.637332,0.899478
-7898.17,0.994453,0.33106,2,7,0,7902.35,41882.9,4862.73,0.815535,0.222844,0.80264,0.591598,0.633148,0.867782
-7900.95,0.940108,0.33106,4,15,0,7902.96,41591.2,4933.46,0.802858,0.203053,0.784334,0.585706,0.633148,0.894836
-7898.94,0.974243,0.33106,4,15,0,7904.85,40908.1,5284.64,0.809528,0.228843,0.824221,0.589796,0.648502,0.907059
-7898.23,0.929297,0.33106,4,15,0,7902.86,40849.9,5291.41,0.815274,0.243721,0.831795,0.597404,0.651207,0.895798
-7897.35,1,0.33106,3,7,0,7898.73,40708.2,5017.47,0.840124,0.224985,0.827437,0.598809,0.6605,0.892418
-7897.04,0.97678,0.33106,3,7,0,7898.16,40833.7,5088.02,0.836509,0.225014,0.820641,0.604759,0.656066,0.883293
-7898.14,0.970428,0.33106,4,15,0,7898.96,42336.8,5127.7,0.810393,0.217531,0.779286,0.581927,0.633607,0.901398
-7897.91,0.905839,0.33106,3,15,0,7902.49,42057.5,5198.16,0.78924,0.217972,0.812817,0.594859,0.64231,0.89964
-7900.29,0.986933,0.33106,4,15,0,7901.47,42156.1,5390.21,0.814416,0.215764,0.788563,0.578541,0.655185,0.920198
-7897.15,0.945811,0.33106,4,15,0,7904.47,42063,4831.94,0.802504,0.215848,0.798037,0.579718,0.634718,0.897268
-7897.55,0.970395,0.33106,3,7,0,7898.81,42016.4,4935.97,0.796109,0.218399,0.785761,0.590086,0.647705,0.89586
-7899.23,0.949841,0.33106,3,15,0,7902.63,41977.5,4996.18,0.809551,0.227476,0.811276,0.588989,0.649151,0.930496
-7897.95,0.993346,0.33106,3,7,0,7900.93,42089.6,5342.17,0.793295,0.228566,0.81465,0.582899,0.640991,0.908322
-7897.47,0.935579,0.33106,3,7,0,7901.72,41485.9,5229.82,0.812485,0.238702,0.801238,0.587872,0.653507,0.901579
-7901.01,0.917078,0.33106,3,7,0,7902.19,41748.8,4901.7,0.815354,0.222013,0.829654,0.594204,0.651616,0.926258
-7901.62,0.842924,0.33106,3,7,0,7908.16,41633.5,5232.65,0.834205,0.219749,0.779509,0.582173,0.64001,0.898437
-7905.19,0.949118,0.33106,3,7,0,7907.31,41531.9,5247.24,0.842437,0.222889,0.768972,0.586038,0.643264,0.89196
-7904.97,0.986507,0.33106,3,7,0,7910.38,40871.9,4805.65,0.795823,0.225288,0.845122,0.606307,0.672837,0.886543
-7907.37,0.917881,0.33106,3,7,0,7910.01,41115.1,5445.43,0.857395,0.257204,0.807588,0.599512,0.640617,0.879924
-7901.91,1,0.33106,3,7,0,7911.15,40250.3,5053.79,0.833675,0.254298,0.838647,0.581676,0.666347,0.880634
-7899.85,0.959896,0.33106,4,23,0,7904.95,41531.3,4906.08,0.811849,0.213873,0.796281,0.611196,0.626038,0.886721
-7900.18,0.951789,0.33106,3,15,0,7903.44,41324.4,4916.64,0.819862,0.216225,0.812225,0.618369,0.64219,0.874914
-7898.36,0.997589,0.33106,4,15,0,7903.18,41360.9,5113.36,0.826641,0.24542,0.80999,0.578577,0.641815,0.89743
-7898.26,0.983155,0.33106,3,7,0,7901.53,41801,5041.18,0.791226,0.209215,0.810787,0.584287,0.647031,0.887702
-7902.53,0.645572,0.33106,3,7,0,7904.65,42170.2,5164.95,0.798168,0.221092,0.770768,0.571447,0.609974,0.905981
-7899.39,0.910517,0.33106,4,15,0,7906.71,41801.7,5051.59,0.784106,0.209159,0.805775,0.58525,0.649945,0.899895
-7897.7,0.998483,0.33106,3,7,0,7900.74,41992.9,5094.07,0.805915,0.213656,0.809711,0.577122,0.647523,0.884819
-7898.98,0.986209,0.33106,3,7,0,7900.65,41876.7,4952.88,0.809178,0.20414,0.790589,0.581455,0.641375,0.89969
-7898.17,0.967171,0.33106,4,23,0,7901.91,41010.4,5112.06,0.836427,0.240198,0.824087,0.586825,0.66744,0.898074
-7897.34,0.981274,0.33106,3,15,0,7900.97,41370.7,5044.34,0.804317,0.227267,0.823225,0.602817,0.65081,0.909745
-7897.98,0.990889,0.33106,4,15,0,7901.62,41738.8,4924.32,0.794788,0.229823,0.796308,0.578888,0.639258,0.856342
-7900.23,0.792427,0.33106,3,7,0,7906.74,42401.5,4850.09,0.790421,0.226966,0.772606,0.590087,0.611621,0.898091
-7897.93,1,0.33106,3,15,0,7901.37,41208.3,5043.54,0.80627,0.224266,0.813477,0.574367,0.653003,0.878284
-7902.72,0.82099,0.33106,3,7,0,7904.18,41482.1,5315.47,0.81024,0.238135,0.803204,0.602712,0.635526,0.934546
-7899.67,0.949961,0.33106,3,15,0,7906.2,41639,5299.91,0.822723,0.227064,0.820338,0.580145,0.670256,0.89309
-7898.56,0.935445,0.33106,3,15,0,7906.72,41737.6,5193.12,0.819343,0.224918,0.803903,0.591262,0.669601,0.900857
-7898.13,0.951013,0.33106,3,15,0,7901.78,41413.9,5226.73,0.836285,0.22928,0.808835,0.601399,0.657883,0.904995
-7898.63,0.984102,0.33106,4,15,0,7901.86,41916,5051.87,0.820798,0.218243,0.780538,0.587276,0.643829,0.889542
-7899.56,0.914185,0.33106,3,7,0,7902.87,41467.9,5021.85,0.804955,0.223479,0.822997,0.571587,0.663403,0.87918
-7899.63,0.972786,0.33106,3,15,0,7904.5,41469.9,5300.55,0.82143,0.246467,0.806452,0.58485,0.645836,0.91769
-7898.23,0.863626,0.33106,3,7,0,7904.84,41772.1,5198.57,0.820853,0.242262,0.810556,0.589868,0.657428,0.908934
-7899.37,0.974365,0.33106,3,15,0,7902.39,40484.9,5255.35,0.840902,0.230834,0.865726,0.608667,0.657656,0.899018
-7900.15,0.97181,0.33106,3,7,0,7902.16,40241.5,5234.9,0.836216,0.226863,0.870108,0.605626,0.658218,0.89305
-7900.25,0.979799,0.33106,3,15,0,7902.63,40698.8,5146.6,0.845101,0.251818,0.811367,0.603512,0.655311,0.89609
-7900.68,0.968961,0.33106,3,15,0,7904.36,40933.2,5139.49,0.832731,0.2221,0.854953,0.580096,0.644713,0.889534
-7903.48,0.923408,0.33106,3,7,0,7905.26,42080.7,5167.42,0.806824,0.240316,0.783919,0.616566,0.652137,0.898443
-7902.05,1,0.33106,3,7,0,7906.26,41839,5107.4,0.81281,0.237937,0.774691,0.610324,0.647241,0.898706
-7900.4,0.987173,0.33106,3,15,0,7906.84,41335.4,5059.84,0.793047,0.235611,0.811097,0.600585,0.63947,0.847753
-7899.94,0.963053,0.33106,4,15,0,7904.12,40988,4707.32,0.830292,0.230413,0.815765,0.611265,0.648194,0.884985
-7901.64,0.910443,0.33106,3,7,0,7905.76,40656.1,4672.22,0.825505,0.217598,0.833678,0.601079,0.655268,0.865769
-7899.72,0.9688,0.33106,3,7,0,7905.27,40883.5,4831.57,0.825555,0.215406,0.833978,0.601572,0.650317,0.866625
-7898.46,0.665066,0.33106,3,7,0,7911.49,40845.1,5123.88,0.824247,0.241326,0.808487,0.611866,0.642605,0.878553
-7898.45,0.970062,0.33106,3,15,0,7900,41587.5,5022.86,0.802561,0.214691,0.815672,0.572698,0.645932,0.907508
-7903.19,0.924934,0.33106,3,7,0,7905.5,43076.6,5161.62,0.801496,0.220613,0.788734,0.588252,0.601158,0.913004
-7901.02,0.995427,0.33106,3,7,0,7905.36,42090.6,4893.99,0.779478,0.215674,0.786693,0.560537,0.641964,0.869183
-7899.45,1,0.33106,3,7,0,7903.29,42318.3,4882.11,0.793581,0.210596,0.771272,0.576525,0.641442,0.880201
-7902.09,0.960688,0.33106,3,7,0,7903.8,42407.1,5068.78,0.794295,0.196666,0.810309,0.576121,0.615116,0.893694
-7898.8,0.990961,0.33106,3,7,0,7903.46,42389.6,4994.5,0.795288,0.213129,0.776687,0.580048,0.630896,0.912633
-7898.17,0.951504,0.33106,3,7,0,7901.97,42122.3,5030.4,0.795347,0.215188,0.791298,0.576256,0.634096,0.915772
-7897.3,0.987581,0.33106,3,7,0,7899.85,41896.2,5113.2,0.806938,0.219742,0.801502,0.57636,0.648161,0.878724
-7898.1,0.873186,0.33106,4,15,0,7901.14,41922.3,4836.71,0.80962,0.224825,0.803953,0.572907,0.647441,0.879362
-7897.25,0.949473,0.33106,2,3,0,7899.43,41394.6,4917.57,0.800575,0.224383,0.810968,0.575571,0.643312,0.88562
-7897.29,0.991224,0.33106,4,15,0,7899.71,41119.4,5251.84,0.827567,0.231523,0.839472,0.598405,0.65367,0.892414
-7896.97,0.955287,0.33106,3,15,0,7898.67,41483.8,4970.94,0.823556,0.230731,0.814403,0.588048,0.657863,0.890711
-7896.77,0.962961,0.33106,4,15,0,7898.25,41726.8,5078.64,0.797517,0.223281,0.802294,0.59437,0.629189,0.897503
-7898.15,0.847814,0.33106,3,7,0,7902.54,42021,5026.49,0.796088,0.230942,0.805803,0.604573,0.629432,0.895481
-7897.93,0.957502,0.33106,3,7,0,7900.3,41558.3,4938.49,0.829318,0.226612,0.80925,0.575418,0.64119,0.882831
-7896.85,1,0.33106,3,7,0,7898.63,41061,4878.25,0.813841,0.223989,0.815401,0.585185,0.64331,0.88421
-7898.55,0.953668,0.33106,3,7,0,7899.57,41444.1,5109.08,0.816677,0.230252,0.799392,0.612827,0.634326,0.880823
-7900.52,0.860923,0.33106,3,7,0,7905,41473.7,4824.63,0.829451,0.226868,0.818531,0.566992,0.638204,0.877862
-7899.07,0.929706,0.33106,3,7,0,7906.24,41352.5,4911.83,0.832072,0.224316,0.802443,0.575239,0.632992,0.867345
-7898.7,0.980682,0.33106,3,7,0,7902.29,41387.1,5105.09,0.798734,0.234984,0.824696,0.61237,0.64536,0.896696
