# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:24:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_866.json
# init = 2 (Default)
# random
#   seed = 1674218050 (Default)
# output
#   file = output_model_baseline/output_866.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.317012
# Diagonal elements of inverse mass matrix:
# 0.000746867, 0.0269023, 0.0141198, 1.15716, 0.732067, 0.821543, 3.96445
-6943.44,0.813939,0.317012,3,7,0,6952.97,4495.69,0.888768,0.841725,0.993544,0.975802,0.978036,0.43533
-6948.12,0.927394,0.317012,3,7,0,6950.22,4021.67,0.856347,0.856299,0.968685,0.976512,0.99207,0.448434
-6946.82,0.856927,0.317012,4,15,0,6954.41,4200.52,0.834554,0.856251,0.97323,0.967279,0.990691,0.346445
-6943.78,0.908485,0.317012,3,15,0,6951.14,4232.61,0.888198,0.85065,0.991292,0.990154,0.957598,0.254792
-6943.21,0.995992,0.317012,3,15,0,6945.22,4325.6,0.867758,0.836004,0.987638,0.995649,0.983629,0.778023
-6941.62,0.989529,0.317012,3,15,0,6944.5,4241.57,0.859497,0.820672,0.976351,0.973799,0.96485,0.526326
-6942.8,0.91642,0.317012,3,7,0,6945.68,4485.57,0.859806,0.838101,0.987509,0.98512,0.977758,0.301624
-6942.04,0.986268,0.317012,4,15,0,6945.29,4238.22,0.865561,0.855473,0.988827,0.975086,0.979265,0.515075
-6943.88,0.950173,0.317012,3,7,0,6944.88,4315.18,0.865743,0.857141,0.996432,0.970781,0.97259,0.892145
-6943.77,0.990777,0.317012,3,15,0,6945.79,4426.89,0.859491,0.850361,0.995342,0.968055,0.980012,0.826595
-6951.33,0.931305,0.317012,3,7,0,6954.21,4530.58,0.889975,0.882316,0.95734,0.992448,0.990621,0.391889
-6944.76,1,0.317012,3,7,0,6952.51,4429.49,0.894445,0.854974,0.990649,0.988962,0.984235,0.250342
-6943.04,0.99895,0.317012,4,15,0,6946.79,4382.45,0.896001,0.826417,0.985574,0.989206,0.973229,0.269105
-6944.76,0.89231,0.317012,3,7,0,6947.75,4428.06,0.884418,0.811379,0.99257,0.988716,0.989843,0.419275
-6948.62,0.816141,0.317012,4,15,0,6952.62,4217.06,0.866877,0.855807,0.998776,0.999096,0.984376,0.196767
-6948.85,0.985236,0.317012,3,15,0,6952.47,4303.49,0.861459,0.858633,0.998782,0.999009,0.982529,0.122707
-6944.57,0.99856,0.317012,3,7,0,6950.09,4434.63,0.874085,0.829031,0.989065,0.99822,0.95905,0.559395
-6945.56,0.713919,0.317012,2,3,0,6947.86,4438.29,0.871632,0.822199,0.989769,0.998147,0.952191,0.73103
-6946.08,0.984173,0.317012,3,15,0,6947.95,4228.64,0.883864,0.814976,0.967006,0.997744,0.987755,0.665662
-6945.18,0.970461,0.317012,3,15,0,6949.95,4212.46,0.881457,0.820058,0.97557,0.997613,0.987503,0.263834
-6949.99,0.965579,0.317012,4,15,0,6951.93,4404.56,0.894232,0.807893,0.986218,0.998611,0.949996,0.0216347
-6950.55,0.977674,0.317012,3,15,0,6954.37,4104.7,0.887518,0.826044,0.977098,0.998371,0.987595,0.00622956
-6943.95,0.975845,0.317012,3,15,0,6953.51,4409.15,0.890465,0.840143,0.983805,0.995752,0.9749,0.789701
-6950.78,0.893719,0.317012,3,7,0,6952.1,4274.93,0.933885,0.848684,0.979765,0.993028,0.976342,0.286394
-6954.22,0.856449,0.317012,3,7,0,6959.42,4108.55,0.929301,0.853306,0.984743,0.967742,0.991356,0.0392712
-6949.77,0.999078,0.317012,3,7,0,6958,4331.11,0.911647,0.87599,0.981902,0.984948,0.990878,0.130814
-6946.03,0.962313,0.317012,3,15,0,6953.63,4360.1,0.890626,0.852032,0.996737,0.986116,0.986984,0.0548499
-6945.01,0.994853,0.317012,4,15,0,6949.66,4193.16,0.866895,0.859624,0.978796,0.98737,0.989301,0.0981997
-6944.33,0.900235,0.317012,3,7,0,6950.45,4416.24,0.857382,0.861617,0.976386,0.959904,0.986268,0.325409
-6944.8,0.998792,0.317012,3,7,0,6946.5,4314.96,0.867516,0.871351,0.980274,0.976488,0.991229,0.321045
-6945.6,0.941642,0.317012,4,15,0,6947.74,4307.7,0.874427,0.800138,0.996744,0.976052,0.99063,0.636795
-6942.75,0.996953,0.317012,3,7,0,6947.03,4347.05,0.868599,0.854636,0.993767,0.97398,0.984106,0.696662
-6944.47,0.977007,0.317012,3,7,0,6945.52,4259.04,0.878944,0.805423,0.970065,0.98155,0.959357,0.101425
-6942.31,0.991834,0.317012,3,7,0,6945.73,4366.25,0.872888,0.835138,0.992096,0.985022,0.98741,0.34171
-6944.86,0.970669,0.317012,3,7,0,6947.21,4286.77,0.855133,0.800526,0.980342,0.992831,0.979066,0.401022
-6945.84,0.985626,0.317012,3,7,0,6948.07,4340.72,0.854826,0.795678,0.973945,0.993915,0.969614,0.368128
-6944.6,0.995084,0.317012,4,15,0,6946.93,4372.48,0.887504,0.862484,0.989181,0.950756,0.97037,0.629189
-6945.58,0.996085,0.317012,3,15,0,6947.58,4317.35,0.86577,0.815456,0.999006,0.995112,0.975103,0.366899
-6944.17,0.938428,0.317012,3,7,0,6949.65,4305.99,0.863023,0.828102,0.999179,0.972449,0.978858,0.82033
-6944.14,0.973296,0.317012,3,15,0,6945.24,4286.81,0.874717,0.84666,0.999247,0.982739,0.960111,0.500596
