# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:24:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_801.json
# init = 2 (Default)
# random
#   seed = 1674191362 (Default)
# output
#   file = output_model_baseline/output_801.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.31329
# Diagonal elements of inverse mass matrix:
# 0.000624655, 0.0062653, 1.02559, 1.91027, 1.33838, 1.36254, 3.22027
-5309.74,0.909584,0.31329,3,7,0,5313.56,525.376,0.790703,0.997272,0.985875,0.979186,0.985952,0.9636
-5308.87,0.999515,0.31329,3,7,0,5311.89,524.298,0.778331,0.998126,0.997509,0.994173,0.976621,0.982552
-5308.26,0.977452,0.31329,3,15,0,5314.57,505.939,0.760161,0.99621,0.995342,0.995292,0.993793,0.0233349
-5306.13,0.996093,0.31329,3,7,0,5310.28,509.082,0.761393,0.993177,0.998272,0.997116,0.990737,0.13482
-5305.36,0.962701,0.31329,3,7,0,5308.83,510.395,0.760347,0.992176,0.995313,0.997357,0.99121,0.203651
-5305.38,0.992625,0.31329,4,15,0,5307.58,512.694,0.749203,0.990632,0.993593,0.997025,0.991656,0.203538
-5305.02,0.97982,0.31329,4,15,0,5309.33,528.136,0.769865,0.971903,0.997337,0.983157,0.995809,0.89237
-5304.96,0.977678,0.31329,4,15,0,5307.88,522.706,0.758539,0.981865,0.993834,0.997396,0.987432,0.0842991
-5303.66,0.976488,0.31329,3,7,0,5307.67,534.893,0.759613,0.985986,0.997524,0.99364,0.988477,0.330436
-5305.14,0.959559,0.31329,4,15,0,5306.75,512.913,0.760607,0.996153,0.997982,0.985946,0.99172,0.684086
-5307.33,0.979604,0.31329,3,7,0,5309.44,506.782,0.776233,0.986955,0.999166,0.994274,0.971898,0.879714
-5305.7,0.982809,0.31329,3,7,0,5309.41,523.859,0.766973,0.980406,0.990347,0.985352,0.998156,0.109436
-5308.38,0.805495,0.31329,3,15,0,5310.92,541.988,0.765453,0.987822,0.9992,0.999237,0.997639,0.168524
-5306.5,0.98151,0.31329,4,15,0,5310.78,524.083,0.750183,0.982494,0.99629,0.999146,0.99821,0.719449
-5305.37,0.98747,0.31329,4,15,0,5309.67,525.75,0.780689,0.97447,0.994635,0.998789,0.989927,0.285193
-5306.69,0.967501,0.31329,3,15,0,5307.61,538.669,0.788155,0.990217,0.997915,0.998093,0.986651,0.792165
-5308.48,0.986741,0.31329,4,15,0,5310.73,544.122,0.792277,0.997096,0.998414,0.989769,0.991076,0.105524
-5310.04,0.954816,0.31329,3,15,0,5316.96,532.753,0.782209,0.993648,0.994798,0.990211,0.997163,0.997433
-5312.26,0.988046,0.31329,4,15,0,5312.95,519.289,0.742441,0.996661,0.999108,0.985343,0.967858,0.0020289
-5309.07,0.991836,0.31329,4,15,0,5315.22,532.918,0.791212,0.988893,0.987721,0.995375,0.997548,0.96364
-5307.69,0.99124,0.31329,3,15,0,5313.11,532.295,0.769436,0.979333,0.9989,0.998867,0.997672,0.0735401
-5307.54,0.987616,0.31329,3,15,0,5309.93,545.117,0.752929,0.980987,0.998809,0.998002,0.998861,0.409643
-5305.6,0.991302,0.31329,4,15,0,5308.97,512.112,0.773938,0.975451,0.990306,0.974865,0.993105,0.669422
-5304.1,0.996834,0.31329,4,15,0,5309.68,538.296,0.747722,0.974394,0.99666,0.990205,0.9806,0.3397
-5305.84,0.917956,0.31329,4,15,0,5307.95,509.296,0.777945,0.993754,0.991803,0.996488,0.985137,0.424807
-5305.77,0.976203,0.31329,3,7,0,5308.42,497.623,0.772278,0.988581,0.996779,0.990861,0.985584,0.46734
-5306.02,0.99086,0.31329,3,15,0,5307.69,555.326,0.766653,0.974268,0.998772,0.990013,0.991415,0.543707
-5306.16,0.92717,0.31329,3,7,0,5311.31,551.364,0.764553,0.966185,0.998461,0.995002,0.98409,0.738274
-5308.47,0.976852,0.31329,3,7,0,5311.55,547.11,0.760129,0.97028,0.999265,0.980208,0.966184,0.93664
-5305.14,0.982478,0.31329,3,7,0,5309.85,519.864,0.77723,0.987311,0.998802,0.993009,0.997098,0.389365
-5306.77,0.95872,0.31329,3,7,0,5309.64,513.815,0.77816,0.996841,0.992235,0.986547,0.997851,0.643032
-5305.47,0.983144,0.31329,4,15,0,5309.88,540.816,0.739053,0.968684,0.997005,0.995063,0.992677,0.387944
-5305.36,0.979282,0.31329,3,7,0,5308.39,540.006,0.734443,0.97624,0.994911,0.99285,0.994332,0.561269
-5308.7,0.940652,0.31329,3,7,0,5309.76,526.084,0.714135,0.993107,0.995318,0.992668,0.974893,0.572657
-5306.22,0.971361,0.31329,4,15,0,5313.44,509.418,0.775443,0.975079,0.998859,0.9845,0.997532,0.788173
-5306.5,0.962741,0.31329,3,15,0,5310.18,496.747,0.760098,0.98701,0.997547,0.992469,0.984532,0.855376
