# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:19:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_190.json
# init = 2 (Default)
# random
#   seed = 1673918142 (Default)
# output
#   file = output_model_baseline/output_190.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.645362
# Diagonal elements of inverse mass matrix:
# 0.000650107, 0.019383, 0.10062, 0.00987409, 0.0108586, 0.0461788, 3.99635
-6474.47,0.806157,0.645362,3,7,0,6477.35,2393.25,0.748601,0.916405,0.511562,0.609036,0.832172,0.154959
-6475.87,0.850561,0.645362,2,7,0,6478.6,2311.12,0.745298,0.905602,0.445157,0.579816,0.882821,0.891045
-6476,0.955889,0.645362,2,3,0,6478.49,2362.09,0.746194,0.886914,0.459172,0.564203,0.856732,0.977811
-6474.57,0.986327,0.645362,3,7,0,6477.4,2447.01,0.764032,0.922588,0.471589,0.59906,0.851369,0.0727775
-6474.02,0.996872,0.645362,3,7,0,6476.31,2324.5,0.736365,0.901064,0.480968,0.594153,0.849742,0.929443
-6474.31,0.740816,0.645362,2,3,0,6478.84,2336.31,0.776798,0.913237,0.481918,0.581658,0.823119,0.612478
-6474,0.886961,0.645362,3,7,0,6477.52,2385.7,0.771482,0.90697,0.471837,0.642339,0.859825,0.452246
-6473.17,0.860339,0.645362,2,3,0,6476.84,2414.13,0.757682,0.875523,0.49467,0.617069,0.857953,0.458429
-6474.46,0.735791,0.645362,3,7,0,6476.71,2372.65,0.735938,0.937365,0.446491,0.596649,0.843621,0.678548
-6475.15,0.86266,0.645362,3,7,0,6477.56,2396.89,0.764523,0.893488,0.511957,0.615297,0.882812,0.849069
-6474.2,0.998829,0.645362,3,7,0,6477.13,2386.02,0.725721,0.904921,0.439723,0.597695,0.822232,0.547812
-6477.89,0.544144,0.645362,3,7,0,6480.92,2415.8,0.73299,0.932126,0.50751,0.62168,0.815123,0.0298162
-6475.57,0.99169,0.645362,3,7,0,6480.82,2303.82,0.752867,0.93298,0.476316,0.592711,0.86793,0.910748
-6475.18,0.843765,0.645362,3,7,0,6481.69,2472.33,0.765548,0.891084,0.470483,0.609838,0.839712,0.0442003
-6475.26,0.870765,0.645362,3,7,0,6479.48,2308.45,0.747444,0.905855,0.478322,0.589498,0.857544,0.972956
-6474.67,0.990454,0.645362,3,7,0,6477.29,2303.38,0.764548,0.865287,0.454943,0.611248,0.838185,0.415383
-6473.71,1,0.645362,3,7,0,6475.48,2467.99,0.759307,0.916034,0.493701,0.609178,0.847121,0.611841
-6473.34,0.834874,0.645362,3,7,0,6478.83,2341.78,0.764978,0.921077,0.462397,0.617362,0.849169,0.381405
-6472.88,0.933437,0.645362,3,7,0,6475.47,2417.12,0.732968,0.900067,0.486972,0.584486,0.847777,0.307053
-6473.91,0.894343,0.645362,3,7,0,6475.55,2360.31,0.767148,0.91009,0.466605,0.639354,0.853658,0.679198
-6475.19,0.918924,0.645362,3,7,0,6476.82,2344.85,0.742759,0.884898,0.496128,0.555323,0.830035,0.299162
-6476.4,0.809014,0.645362,3,7,0,6478.86,2407.25,0.744051,0.905967,0.447535,0.626979,0.893937,0.0601548
-6476.35,0.977254,0.645362,3,7,0,6478.42,2317.53,0.740709,0.913798,0.475297,0.60712,0.890525,0.0367626
-6475.99,0.952957,0.645362,3,7,0,6478.78,2329.43,0.70929,0.907562,0.480605,0.609221,0.854624,0.0349345
-6476.34,0.976709,0.645362,3,7,0,6478.79,2291.39,0.723859,0.918299,0.506119,0.609234,0.859516,0.094631
-6476.46,0.988101,0.645362,3,7,0,6479.99,2295.03,0.717078,0.864863,0.4599,0.594228,0.88421,0.661083
-6477.72,0.95827,0.645362,3,7,0,6480.2,2476.79,0.803652,0.931785,0.475186,0.603828,0.81666,0.252649
-6473.54,1,0.645362,2,3,0,6478.78,2338.22,0.743662,0.912866,0.452589,0.620537,0.868132,0.594974
-6473.39,0.999071,0.645362,3,7,0,6474.42,2421.11,0.755951,0.884548,0.496895,0.577957,0.835969,0.487122
-6473.41,0.954635,0.645362,3,7,0,6475,2351.45,0.78188,0.894633,0.45553,0.607637,0.855112,0.457354
-6473.43,0.879104,0.645362,3,7,0,6476.28,2420.73,0.713341,0.900022,0.47561,0.587761,0.857409,0.438636
-6474.48,0.804886,0.645362,3,7,0,6477.17,2380.29,0.782501,0.934713,0.467744,0.617268,0.848431,0.425546
-6473.11,0.977765,0.645362,3,7,0,6476.13,2406.86,0.734867,0.882299,0.476933,0.578191,0.865937,0.39794
-6473.33,0.759646,0.645362,3,7,0,6476.53,2375.24,0.754986,0.90395,0.468383,0.617451,0.834514,0.875098
-6475.32,0.903561,0.645362,2,7,0,6475.52,2417.87,0.735473,0.889439,0.456527,0.580507,0.882007,0.0583899
-6478.25,0.878458,0.645362,3,7,0,6479.74,2278,0.770329,0.888359,0.438216,0.580841,0.883778,0.0582309
