# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:24:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_837.json
# init = 2 (Default)
# random
#   seed = 1674212496 (Default)
# output
#   file = output_model_baseline/output_837.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.383094
# Diagonal elements of inverse mass matrix:
# 0.000779215, 0.0495669, 1.11523, 0.0959202, 0.0111822, 0.178647, 2.97937
-6050.36,1,0.383094,3,7,0,6054.4,1358.45,0.913099,0.950381,0.968538,0.815884,0.971928,0.257798
-6047.19,0.985503,0.383094,2,7,0,6052.8,1373.08,0.919387,0.984165,0.947708,0.827246,0.959191,0.440858
-6048.22,0.980308,0.383094,3,7,0,6050.42,1341.68,0.926178,0.985551,0.93385,0.830167,0.966505,0.431326
-6049.3,0.946941,0.383094,3,7,0,6050.39,1411.99,0.943054,0.985169,0.954139,0.806784,0.95199,0.578866
-6049.25,0.98042,0.383094,3,7,0,6051.49,1308.46,0.923062,0.954394,0.947174,0.814638,0.957355,0.320687
-6049.49,0.960716,0.383094,3,15,0,6056.01,1404.91,0.923276,0.970893,0.944726,0.816395,0.961467,0.982811
-6046.93,0.967785,0.383094,3,7,0,6051.72,1337.43,0.924971,0.971448,0.943079,0.821669,0.963702,0.533999
-6048.17,0.930451,0.383094,3,7,0,6049.49,1425.45,0.921287,0.977985,0.936812,0.817929,0.971254,0.415096
-6049.61,0.977774,0.383094,3,7,0,6050.84,1333.68,0.943009,0.958574,0.948669,0.823005,0.978111,0.543214
-6048.38,0.997632,0.383094,3,7,0,6053.09,1421.13,0.935122,0.959665,0.945527,0.814764,0.970489,0.366659
-6052.6,0.897409,0.383094,3,7,0,6054.97,1358.34,0.924023,0.964901,0.952994,0.832895,0.988665,0.981281
