# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:20:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_429.json
# init = 2 (Default)
# random
#   seed = 1673992364 (Default)
# output
#   file = output_model_baseline/output_429.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.323494
# Diagonal elements of inverse mass matrix:
# 0.000765256, 1.33784, 0.0593175, 1.65756, 2.39785, 0.0614827, 2.80638
-6338.26,0.953208,0.323494,3,7,0,6342.05,1900.02,0.999263,0.914589,0.996999,0.989572,0.899339,0.43778
-6335.62,0.949256,0.323494,3,7,0,6341.83,1934.89,0.99754,0.935562,0.990921,0.992271,0.918866,0.170178
-6335.66,0.982608,0.323494,4,15,0,6337.67,2007.36,0.989507,0.91825,0.994411,0.997802,0.939283,0.889382
-6340.87,0.9209,0.323494,3,7,0,6342.39,2027.39,0.998342,0.891413,0.985336,0.988907,0.964733,0.965589
-6336.66,1,0.323494,3,7,0,6341.81,1942.87,0.997849,0.909776,0.992861,0.99514,0.961565,0.78858
-6337.02,0.972355,0.323494,4,15,0,6341.4,2004.42,0.999065,0.924959,0.991406,0.990542,0.935388,0.0419108
-6336.67,0.991923,0.323494,4,15,0,6339.55,1900.94,0.993007,0.909349,0.995161,0.995041,0.924928,0.961253
-6336.73,0.86414,0.323494,4,15,0,6345.1,1958.8,0.995468,0.894901,0.995625,0.996038,0.929669,0.961043
-6337.15,0.9915,0.323494,4,15,0,6339.29,1921.51,0.998583,0.909639,0.996686,0.987309,0.918412,0.935567
-6337.01,0.983688,0.323494,4,15,0,6341.08,2012.5,0.983334,0.943433,0.993762,0.995989,0.939076,0.856705
-6337.25,0.971783,0.323494,4,15,0,6341.19,1947.96,0.999029,0.898571,0.997244,0.994246,0.951896,0.180861
-6336.57,0.993748,0.323494,3,15,0,6338.98,1954.36,0.997381,0.92325,0.999285,0.991656,0.939534,0.116507
-6337.74,0.9577,0.323494,4,15,0,6340.04,1985.84,0.990511,0.917139,0.974557,0.99876,0.924348,0.930367
-6341.18,0.967004,0.323494,4,15,0,6344.34,1975.66,0.999395,0.916156,0.999402,0.987987,0.925702,0.995888
-6335.71,0.951818,0.323494,4,15,0,6344.45,1939.56,0.998974,0.92625,0.988098,0.997401,0.93306,0.242571
-6338.49,0.967209,0.323494,3,7,0,6339.45,1910.36,0.99935,0.930776,0.995343,0.999686,0.918786,0.427163
-6337.8,0.97977,0.323494,3,7,0,6341.53,2035.95,0.996978,0.903123,0.998282,0.975032,0.932551,0.676599
-6337.34,1,0.323494,4,15,0,6339.94,1940.5,0.99675,0.943129,0.994226,0.999346,0.941875,0.778159
-6338.37,0.986319,0.323494,3,7,0,6339.94,1939.1,0.997189,0.946689,0.991965,0.999261,0.945325,0.880908
