# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:23:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_681.json
# init = 2 (Default)
# random
#   seed = 1674138136 (Default)
# output
#   file = output_model_baseline/output_681.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.403072
# Diagonal elements of inverse mass matrix:
# 0.000541821, 1.30275, 0.0269562, 0.0369549, 0.00589305, 1.02171, 3.12004
-7657.38,0.753035,0.403072,3,7,0,7662.88,10824.2,0.969828,0.864136,0.903075,0.602448,0.975536,0.0988095
-7659.79,0.860333,0.403072,3,7,0,7662.14,10551.1,0.99738,0.865563,0.855751,0.601227,0.969697,0.507334
-7657.44,1,0.403072,3,7,0,7661.18,10618.8,0.97218,0.868851,0.923002,0.565096,0.972136,0.270015
-7658.93,0.908307,0.403072,3,7,0,7661.53,10747,0.992819,0.887594,0.87322,0.553681,0.989438,0.681321
-7659.1,0.703242,0.403072,3,15,0,7663.61,10775.7,0.986766,0.901618,0.912168,0.610701,0.99318,0.520039
-7659.25,0.908197,0.403072,3,15,0,7662.75,10651.3,0.988895,0.906373,0.890184,0.590689,0.992148,0.106415
-7659.49,0.998408,0.403072,3,7,0,7662.8,10619.6,0.98749,0.920684,0.9092,0.580162,0.973148,0.166799
-7658.4,0.880405,0.403072,3,7,0,7662.9,10658.5,0.992923,0.881383,0.89763,0.583285,0.997523,0.740627
-7657.45,0.862086,0.403072,3,7,0,7660.8,10614.3,0.986935,0.906427,0.895349,0.570743,0.967187,0.758958
-7657.45,0.366323,0.403072,3,7,0,7664.61,10614.3,0.986935,0.906427,0.895349,0.570743,0.967187,0.758958
-7657.93,0.982841,0.403072,3,7,0,7659.73,10523,0.990381,0.887856,0.892698,0.548129,0.97189,0.363664
-7659.57,0.977737,0.403072,3,7,0,7662.49,10217.7,0.987816,0.856668,0.89229,0.55353,0.978055,0.28242
-7658.49,0.9608,0.403072,3,15,0,7663.28,10416.4,0.979997,0.896564,0.910939,0.590972,0.988168,0.817987
-7658.08,0.97605,0.403072,4,15,0,7662.59,11290.7,0.981259,0.879354,0.890851,0.57543,0.982276,0.118809
-7657.31,1,0.403072,3,7,0,7659.24,11312.6,0.981731,0.881889,0.893945,0.566512,0.970056,0.514865
-7656.92,0.966491,0.403072,3,15,0,7659.09,10916.8,0.994944,0.881506,0.871239,0.576474,0.966245,0.484948
-7660.92,0.865377,0.403072,3,7,0,7663.8,10638.4,0.995108,0.844839,0.913419,0.551538,0.977614,0.0393958
-7656.28,0.966924,0.403072,3,7,0,7663.52,10658.6,0.990784,0.880026,0.897836,0.579185,0.967374,0.105173
-7657.51,0.971501,0.403072,3,15,0,7658.71,11064.7,0.995701,0.86467,0.906198,0.585502,0.961211,0.884327
-7658.83,0.972334,0.403072,4,15,0,7661.31,10451.3,0.976707,0.880391,0.92969,0.580017,0.96802,0.0895221
-7662.14,0.876138,0.403072,4,15,0,7665.28,10395.6,0.99248,0.87139,0.922599,0.559453,0.986518,0.00908273
-7661.12,0.970198,0.403072,4,15,0,7668.14,11529,0.980931,0.860394,0.935662,0.584304,0.954549,0.361595
-7656.98,0.999342,0.403072,4,15,0,7663.29,11112.9,0.986025,0.881804,0.900581,0.559183,0.980759,0.595585
-7656.24,0.997663,0.403072,3,7,0,7658.13,10794.8,0.985381,0.865012,0.891772,0.561903,0.957891,0.678334
-7657.67,0.975591,0.403072,3,7,0,7658.75,11119,0.984373,0.896394,0.895852,0.607718,0.979794,0.68049
-7656.98,0.953359,0.403072,3,15,0,7660.7,11132.9,0.988345,0.886994,0.883347,0.570401,0.975015,0.258985
-7657.3,0.961572,0.403072,4,15,0,7660.08,11161.9,0.986125,0.890941,0.918243,0.582193,0.964179,0.275738
-7658.03,0.935675,0.403072,3,7,0,7659.4,11126.6,0.990327,0.892146,0.912387,0.587174,0.949475,0.178678
-7656.77,1,0.403072,3,7,0,7661.65,10761.8,0.974037,0.852346,0.898799,0.594065,0.977098,0.822774
-7656.89,0.971301,0.403072,3,7,0,7660.2,10499.2,0.983896,0.876137,0.891257,0.60558,0.954154,0.384281
-7658.93,0.937898,0.403072,3,7,0,7660.06,10527.9,0.994632,0.866102,0.903745,0.55318,0.986266,0.87754
-7658.2,0.981942,0.403072,4,15,0,7663.07,10416.3,0.993771,0.887951,0.911575,0.563874,0.959763,0.200812
-7657.63,0.206234,0.403072,2,3,0,7662.52,10409.4,0.98945,0.882427,0.905803,0.563547,0.985904,0.278169
-7657.68,0.972255,0.403072,3,7,0,7659.17,10514.1,0.993661,0.870881,0.898163,0.56147,0.990604,0.570869
-7657.74,0.971993,0.403072,3,7,0,7660.12,10966,0.992388,0.86901,0.888185,0.616578,0.953547,0.407117
-7657.18,0.634872,0.403072,4,15,0,7660.82,11059.5,0.992901,0.890213,0.892058,0.593251,0.950661,0.34863
-7657.05,0.833059,0.403072,3,7,0,7663.28,10525.4,0.983829,0.883467,0.904741,0.563687,0.984653,0.234539
-7657.19,0.98779,0.403072,3,7,0,7658.98,10437.3,0.980855,0.851936,0.90545,0.577593,0.983817,0.619467
-7661.21,0.801943,0.403072,3,7,0,7666.81,10792.3,0.969715,0.843547,0.856529,0.575943,0.988052,0.123717
-7661.54,0.991075,0.403072,4,15,0,7664.95,10839.9,0.994626,0.900752,0.939421,0.614392,0.987111,0.640066
-7660.06,1,0.403072,3,7,0,7663.21,10718.3,0.994726,0.892156,0.934621,0.589405,0.991084,0.156934
-7659.75,0.941909,0.403072,3,7,0,7663.81,11204.5,0.997276,0.865407,0.925913,0.576805,0.981736,0.87086
-7657.68,0.972845,0.403072,4,15,0,7661.57,10449.2,0.988284,0.881113,0.883438,0.588466,0.985694,0.108555
-7656.62,0.986257,0.403072,3,7,0,7660.06,11047.2,0.980767,0.874658,0.902282,0.596648,0.97926,0.848771
-7656.71,0.931422,0.403072,3,7,0,7660.95,10433.1,0.989944,0.879277,0.897137,0.579535,0.971337,0.131347
-7656.83,0.952146,0.403072,3,7,0,7659.94,10863.6,0.993109,0.886251,0.876539,0.59739,0.98091,0.570312
-7656.67,0.981628,0.403072,3,7,0,7659.32,10622.8,0.977298,0.878147,0.895541,0.55811,0.958658,0.612353
-7657.69,0.888411,0.403072,3,7,0,7662.06,10586.6,0.994702,0.860621,0.91688,0.560176,0.979923,0.370114
-7656.56,1,0.403072,3,7,0,7658.22,10743.5,0.99504,0.871862,0.908994,0.567251,0.957415,0.63598
-7658.66,0.843078,0.403072,4,15,0,7660.35,10600.5,0.999057,0.88138,0.880484,0.589875,0.956639,0.786297
-7658.07,0.78911,0.403072,3,7,0,7660.34,10652.8,0.9979,0.857449,0.908237,0.575292,0.989407,0.390714
-7664,0.922751,0.403072,3,7,0,7665.09,11166.6,0.951465,0.897024,0.866456,0.546925,0.948481,0.867061
-7660.78,0.970971,0.403072,3,7,0,7668.17,10832.4,0.995501,0.893092,0.912447,0.555325,0.983022,0.981397
