# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:20:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_373.json
# init = 2 (Default)
# random
#   seed = 1673984656 (Default)
# output
#   file = output_model_baseline/output_373.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.583285
# Diagonal elements of inverse mass matrix:
# 0.000610217, 0.0222791, 1.20547, 0.0892896, 1.0107, 0.146022, 2.74393
-7775.58,0.0730681,0.583285,2,3,0,7779.4,12934.1,0.800114,0.99485,0.930149,0.981062,0.902252,0.890656
-7774.59,0.87773,0.583285,3,7,0,7779.66,12485.5,0.785082,0.99881,0.888165,0.999077,0.939726,0.157835
-7774.71,0.916297,0.583285,3,7,0,7777.58,12609.4,0.820521,0.999536,0.889746,0.98915,0.940075,0.367147
-7774.45,0.803489,0.583285,3,7,0,7779.88,12484.2,0.80729,0.99009,0.92862,0.999531,0.934447,0.477954
-7777.87,0.899723,0.583285,3,7,0,7779.13,12965.3,0.845929,0.996019,0.889301,0.999738,0.937038,0.779794
-7777.69,0.888063,0.583285,3,7,0,7783.51,11831.8,0.753726,0.99861,0.922797,0.998298,0.888954,0.20534
-7778.98,0.94969,0.583285,3,7,0,7782.89,11703.5,0.75279,0.99799,0.872699,0.99507,0.923537,0.0573636
-7773.74,1,0.583285,3,7,0,7780.3,12584.1,0.806214,0.997715,0.9278,0.989769,0.903145,0.872313
-7771.97,0.989893,0.583285,2,7,0,7774.67,12427.2,0.793227,0.993061,0.883136,0.99061,0.915492,0.435404
