# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:24:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_977.json
# init = 2 (Default)
# random
#   seed = 1674233479 (Default)
# output
#   file = output_model_baseline/output_977.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.394748
# Diagonal elements of inverse mass matrix:
# 0.000666039, 0.758038, 0.293764, 1.31472, 1.70711, 1.28455, 2.97651
-6775.4,0.965984,0.394748,3,7,0,6776.46,3498.49,0.975905,0.952767,0.992818,0.991529,0.999735,0.901545
-6774.87,0.87421,0.394748,3,7,0,6781.02,3607.64,0.99255,0.968781,0.987428,0.993263,0.995689,0.810863
-6773.16,0.999319,0.394748,3,7,0,6775.38,3514.75,0.989844,0.959521,0.992035,0.992215,0.996681,0.826112
-6773.25,0.993332,0.394748,3,7,0,6774.45,3416.93,0.964039,0.966158,0.993606,0.990582,0.997047,0.82246
-6778.75,0.608848,0.394748,4,15,0,6779.77,3461.33,0.999098,0.950436,0.991171,0.999163,0.999689,0.21842
-6775.57,0.911729,0.394748,3,15,0,6780,3459.78,0.998932,0.953753,0.989096,0.9972,0.996874,0.187198
-6774.13,0.866332,0.394748,3,7,0,6778.6,3423.56,0.965998,0.960245,0.99775,0.983687,0.997833,0.333986
-6774.08,0.848276,0.394748,3,7,0,6776.68,3355.28,0.98402,0.974997,0.988568,0.998913,0.996463,0.298661
-6773.29,0.925423,0.394748,3,7,0,6777.58,3395.91,0.970526,0.940955,0.995492,0.996802,0.990948,0.240757
-6773.11,0.961726,0.394748,3,7,0,6775.53,3492.03,0.99002,0.962034,0.983652,0.985519,0.983944,0.562208
-6776.41,0.583376,0.394748,3,7,0,6779.78,3552.16,0.995738,0.934298,0.991674,0.998831,0.986101,0.758893
-6776.78,0.965599,0.394748,3,7,0,6780.51,3664.83,0.995306,0.961151,0.996477,0.996723,0.995667,0.500926
-6773.65,0.971728,0.394748,3,7,0,6779.74,3510.78,0.95544,0.967097,0.989944,0.997536,0.991901,0.523269
-6774.12,1,0.394748,3,7,0,6776.7,3430.82,0.978543,0.941144,0.990031,0.998146,0.978707,0.208687
-6773.66,0.913047,0.394748,3,7,0,6777.58,3472.15,0.968424,0.960048,0.984028,0.984938,0.996708,0.88099
-6773.86,0.934008,0.394748,3,7,0,6775.68,3496.02,0.994547,0.957608,0.994242,0.997794,0.997119,0.469013
-6773.02,0.99816,0.394748,3,7,0,6774.91,3354.67,0.989241,0.966603,0.985626,0.989327,0.985594,0.504851
-6773.72,0.886995,0.394748,3,7,0,6777.55,3415.08,0.994028,0.943938,0.995868,0.995885,0.991604,0.758053
-6775.82,0.729037,0.394748,3,7,0,6779.55,3527.73,0.994217,0.985157,0.987661,0.991316,0.997857,0.221066
-6775.73,0.912584,0.394748,3,7,0,6779.2,3463.96,0.98836,0.974124,0.972666,0.982075,0.998669,0.338602
-6776.11,0.927865,0.394748,3,7,0,6777.56,3427.06,0.967034,0.941953,0.99877,0.998664,0.999134,0.546222
