# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:24:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_926.json
# init = 2 (Default)
# random
#   seed = 1674228716 (Default)
# output
#   file = output_model_baseline/output_926.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.380576
# Diagonal elements of inverse mass matrix:
# 0.00061831, 0.0149545, 1.31941, 1.15543, 1.51585, 0.0069224, 3.31507
-7508.46,0.842545,0.380576,2,3,0,7510.41,9128.5,0.846692,0.97864,0.975426,0.969954,0.642706,0.158427
-7505.53,1,0.380576,2,3,0,7509.91,9196.42,0.840333,0.993803,0.987345,0.995562,0.646532,0.199976
-7503.84,0.99545,0.380576,3,7,0,7507.53,8915.2,0.788981,0.978705,0.975729,0.982728,0.658493,0.740037
-7503.36,0.980674,0.380576,3,7,0,7507.01,8779.92,0.800756,0.997082,0.991956,0.997936,0.673396,0.256305
-7503.95,0.982174,0.380576,4,15,0,7505.55,8982.99,0.81573,0.986806,0.973434,0.982203,0.692422,0.733106
-7505.58,0.865912,0.380576,3,7,0,7508.3,8949.43,0.827363,0.991383,0.991662,0.997389,0.665015,0.982138
-7504.77,1,0.380576,3,15,0,7507.07,8680.59,0.803764,0.989142,0.986885,0.988845,0.649318,0.978317
-7507.73,0.959807,0.380576,3,7,0,7508.39,8960.16,0.827192,0.992403,0.9892,0.99665,0.698869,0.0062684
-7505.2,1,0.380576,4,15,0,7509.31,9140.02,0.83104,0.99084,0.992947,0.996819,0.696952,0.367564
-7504.48,0.995042,0.380576,3,15,0,7507.18,9061.98,0.820133,0.984713,0.984665,0.999058,0.68683,0.31456
-7505.52,0.950006,0.380576,3,7,0,7508.01,8639.62,0.825362,0.995621,0.992929,0.999382,0.676145,0.108987
-7507.64,0.977184,0.380576,3,7,0,7508.32,8531.68,0.827111,0.998366,0.994323,0.999138,0.682291,0.0487044
-7509.49,0.986252,0.380576,4,15,0,7512.3,9095.76,0.788392,0.973524,0.9711,0.998777,0.649325,0.993691
-7506.96,1,0.380576,4,15,0,7513.95,8859.69,0.774671,0.976664,0.980258,0.999296,0.698705,0.560145
-7506.22,0.988318,0.380576,3,7,0,7510.91,8547.08,0.796622,0.997839,0.990079,0.975691,0.640243,0.775105
-7505.44,1,0.380576,3,7,0,7508.63,8435.6,0.795942,0.997986,0.990459,0.994016,0.642938,0.213807
-7503.33,0.995882,0.380576,4,15,0,7508.06,8940.38,0.818248,0.997811,0.991442,0.991988,0.67962,0.250611
-7504,0.983197,0.380576,3,15,0,7505.76,9113.23,0.819174,0.997247,0.991205,0.989747,0.655452,0.208242
-7503.54,0.99887,0.380576,3,7,0,7505.7,8845,0.792707,0.984846,0.970048,0.99528,0.678417,0.161539
-7507.26,0.470511,0.380576,4,15,0,7510.23,8586.75,0.835826,0.995134,0.999796,0.996493,0.672634,0.422965
-7506.25,0.993621,0.380576,3,15,0,7509.99,9134.85,0.805755,0.998359,0.999064,0.994106,0.649078,0.56655
-7503.72,0.984646,0.380576,4,15,0,7508.03,8807.29,0.824203,0.97488,0.983197,0.992103,0.645765,0.283743
-7503.92,1,0.380576,3,7,0,7504.8,8889.34,0.786806,0.998192,0.985613,0.994904,0.686172,0.689786
-7503.22,1,0.380576,3,7,0,7504.71,8763.76,0.797362,0.997218,0.977002,0.997563,0.677353,0.359327
-7504.78,0.918549,0.380576,3,7,0,7507.23,8601.34,0.766756,0.988582,0.988458,0.988657,0.662346,0.419791
-7505.47,0.920208,0.380576,4,15,0,7509.01,9042.39,0.854077,0.989679,0.989004,0.997321,0.675522,0.507569
-7507.85,0.961896,0.380576,3,7,0,7509.76,8588.56,0.762056,0.998457,0.979394,0.998589,0.64598,0.525757
-7508.44,0.974633,0.380576,4,15,0,7513.34,9078.42,0.858342,0.981856,0.993793,0.999234,0.68867,0.41173
-7508.75,0.866751,0.380576,3,15,0,7512.54,8866.49,0.768163,0.994614,0.971346,0.999892,0.645324,0.765551
-7507.76,0.89848,0.380576,3,7,0,7515.7,8417.33,0.786153,0.99962,0.986115,0.99926,0.660472,0.433663
-7504.29,0.987034,0.380576,4,15,0,7511.96,8487.35,0.823404,0.985239,0.982902,0.996883,0.658279,0.852285
-7504.82,0.935492,0.380576,3,7,0,7509,8902.78,0.776742,0.996095,0.991294,0.997647,0.678496,0.172849
-7502.88,1,0.380576,3,7,0,7505.92,9065.93,0.799011,0.982231,0.979433,0.992815,0.667987,0.266889
-7503.14,0.928032,0.380576,3,15,0,7505.22,8917.75,0.812743,0.986421,0.979469,0.99831,0.66736,0.812359
-7503.05,0.998641,0.380576,3,7,0,7503.67,8910.76,0.816271,0.989792,0.983266,0.998159,0.67026,0.829897
-7506.59,0.929922,0.380576,3,7,0,7507.46,8588.34,0.797359,0.998775,0.998141,0.982036,0.649054,0.176183
-7508.72,0.94519,0.380576,3,7,0,7511.67,8489.9,0.764784,0.999314,0.995951,0.995233,0.653946,0.200292
-7511.59,0.982007,0.380576,4,15,0,7513.52,9171.77,0.854142,0.964362,0.998797,0.999374,0.683111,0.554194
-7512.89,0.544007,0.380576,4,15,0,7517.51,8566.12,0.774556,0.999917,0.999825,0.996911,0.659068,0.904091
-7509.57,0.94505,0.380576,4,15,0,7516.87,8693.64,0.851186,0.997569,0.99967,0.999157,0.658702,0.572964
-7504.62,0.991028,0.380576,3,15,0,7511.49,8863.89,0.774409,0.998608,0.981716,0.990087,0.678835,0.38232
-7504.26,0.994646,0.380576,4,15,0,7506.81,9035.58,0.834743,0.991755,0.986905,0.993441,0.637356,0.673909
-7506.74,0.97168,0.380576,4,15,0,7507.74,8663.87,0.777222,0.992078,0.997916,0.995607,0.70432,0.364075
-7504.83,0.990704,0.380576,4,15,0,7509.03,8726.25,0.817177,0.991955,0.997449,0.973028,0.672599,0.345258
-7504.84,0.983481,0.380576,3,7,0,7507.9,8770.93,0.82206,0.99484,0.99802,0.995154,0.697843,0.46377
-7506.17,0.972556,0.380576,3,7,0,7508.62,9036.56,0.802248,0.984597,0.959695,0.995956,0.624679,0.447438
-7506.57,0.984005,0.380576,4,15,0,7512.61,8664.31,0.826677,0.99459,0.997684,0.986312,0.71009,0.551513
-7507.32,0.998154,0.380576,3,7,0,7508.95,8649.01,0.816776,0.994305,0.999072,0.992974,0.709771,0.823191
-7508.8,0.962372,0.380576,3,7,0,7512.17,8896.32,0.779944,0.981521,0.998023,0.988424,0.720765,0.729173
-7504.28,0.984525,0.380576,3,7,0,7511.83,8813.05,0.827869,0.996369,0.995783,0.996454,0.644693,0.299564
-7505.09,0.983754,0.380576,3,15,0,7507.96,8830.24,0.786068,0.994867,0.999228,0.996148,0.662917,0.667886
-7505.53,0.913404,0.380576,3,7,0,7508.62,8663.78,0.833603,0.99022,0.96886,0.987244,0.654529,0.0457323
-7510.51,0.740532,0.380576,4,15,0,7514.79,8448.83,0.79306,0.984358,0.997205,0.991853,0.693301,0.0019795
-7505.93,0.95323,0.380576,3,15,0,7514.2,9059.79,0.782632,0.998238,0.998183,0.996137,0.677824,0.571449
-7503.81,0.994657,0.380576,3,7,0,7507.58,8747.99,0.812882,0.997408,0.994936,0.99092,0.687153,0.205869
-7504.26,0.981936,0.380576,3,7,0,7506.97,8722,0.784429,0.983723,0.981807,0.992974,0.636029,0.715881
-7505.08,0.896548,0.380576,3,7,0,7509.45,9071.44,0.83844,0.995755,0.987225,0.993033,0.642167,0.828792
-7507.03,0.978298,0.380576,3,15,0,7510.09,9237.11,0.812478,0.998128,0.986087,0.973828,0.650562,0.910723
-7505.24,0.997269,0.380576,4,15,0,7509.42,8908.51,0.791659,0.976966,0.99202,0.997398,0.684061,0.0708322
-7506.29,0.981971,0.380576,3,7,0,7509.28,8478.46,0.792731,0.997508,0.970688,0.981455,0.694671,0.438641
-7509.23,0.89091,0.380576,4,15,0,7513.21,8343.29,0.810146,0.975583,0.992677,0.99848,0.673148,0.987578
-7506.2,1,0.380576,3,7,0,7511.07,8641.31,0.804843,0.998522,0.970013,0.994992,0.667249,0.980637
-7507.72,0.99266,0.380576,4,15,0,7510.45,8967.1,0.823521,0.999704,0.994832,0.991975,0.666303,0.022664
-7507.9,0.858026,0.380576,3,7,0,7516.13,8991.31,0.795191,0.99963,0.99896,0.990813,0.696774,0.32701
-7506.35,0.984283,0.380576,3,7,0,7511.4,8709.48,0.798265,0.997394,0.999122,0.995405,0.634532,0.702872
-7507.02,0.979038,0.380576,3,7,0,7509.95,8574.57,0.80595,0.987684,0.998758,0.99953,0.642955,0.253458
-7506.55,0.894515,0.380576,3,15,0,7513.15,8533.56,0.798893,0.994783,0.998172,0.999714,0.659805,0.395412
-7506.11,0.899088,0.380576,3,15,0,7510.44,8827.35,0.807401,0.987209,0.99297,0.999302,0.683786,0.971755
-7503.16,0.980887,0.380576,3,7,0,7508.11,8986.12,0.78781,0.989067,0.987153,0.992195,0.689397,0.385809
-7503.21,0.987625,0.380576,4,15,0,7504.16,8948.83,0.800156,0.976047,0.989337,0.991842,0.685373,0.500289
-7505.61,0.843702,0.380576,3,7,0,7507.19,8588.27,0.828948,0.999264,0.991245,0.992851,0.658495,0.896939
-7508.52,1,0.380576,4,15,0,7510.05,8955.2,0.794052,0.99998,0.984683,0.992071,0.669185,0.0823854
-7502.34,0.992794,0.380576,4,15,0,7510.49,8995.59,0.808118,0.993611,0.976341,0.992041,0.663106,0.291192
-7504.92,0.872346,0.380576,3,7,0,7507.08,8986.99,0.812852,0.986207,0.992292,0.9907,0.643525,0.036417
-7504.62,0.954562,0.380576,3,7,0,7509.02,8949.37,0.770498,0.994728,0.993711,0.995526,0.678732,0.426298
-7507.26,0.965252,0.380576,4,15,0,7509.86,8353.72,0.850356,0.993659,0.977323,0.996176,0.652686,0.525348
