# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:19:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_219.json
# init = 2 (Default)
# random
#   seed = 1673923131 (Default)
# output
#   file = output_model_baseline/output_219.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.603049
# Diagonal elements of inverse mass matrix:
# 0.000708821, 0.144634, 0.00658331, 0.012428, 0.142376, 0.00916209, 2.75681
-7176.78,0.898757,0.603049,3,7,0,7178.64,6122.18,0.929429,0.628634,0.784332,0.925412,0.726104,0.355732
-7176.8,0.866586,0.603049,3,7,0,7180.14,5634.03,0.973664,0.643202,0.794248,0.953103,0.735997,0.452373
-7175.33,0.969232,0.603049,3,7,0,7179.29,5833.42,0.912629,0.660719,0.788577,0.919884,0.731872,0.306847
-7175.02,1,0.603049,3,7,0,7175.99,5841.58,0.967081,0.648974,0.810262,0.948105,0.752409,0.657377
-7177.72,0.687813,0.603049,2,3,0,7181.28,5721.34,0.959603,0.626289,0.809227,0.955649,0.756407,0.927121
-7175.24,0.946338,0.603049,2,3,0,7180.05,5867.26,0.96943,0.647091,0.809215,0.951218,0.749978,0.461183
-7178.52,0.802777,0.603049,3,7,0,7182.58,5825.94,0.92234,0.685971,0.801459,0.973709,0.717839,0.469715
-7177.31,0.930353,0.603049,2,3,0,7179.46,5828.88,0.946675,0.682547,0.802088,0.972417,0.72202,0.359576
-7182.57,0.716653,0.603049,3,7,0,7185.35,5986.57,0.973341,0.626086,0.814204,0.969262,0.785192,0.895654
-7182.87,1,0.603049,2,3,0,7183.76,5979.55,0.976098,0.63285,0.817756,0.96868,0.789872,0.857712
