# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:20:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_395.json
# init = 2 (Default)
# random
#   seed = 1673988318 (Default)
# output
#   file = output_model_baseline/output_395.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.370415
# Diagonal elements of inverse mass matrix:
# 0.000672048, 1.26342, 1.35183, 1.14105, 1.56407, 0.989071, 3.63361
-7597.44,0.989652,0.370415,3,7,0,7599.04,9377.07,0.979225,0.989121,0.998765,0.986085,0.980139,0.558357
-7595.05,0.86114,0.370415,3,7,0,7600.48,9514.92,0.993166,0.995741,0.99917,0.991511,0.97749,0.174525
-7595.95,0.972627,0.370415,4,15,0,7597.86,9633.55,0.990871,0.996745,0.999435,0.992068,0.957723,0.11614
-7599.02,0.518047,0.370415,3,15,0,7603.05,9813.04,0.996926,0.988855,0.998816,0.997155,0.997047,0.991968
-7597.11,0.575057,0.370415,3,7,0,7605.79,10047.7,0.993068,0.994266,0.99775,0.999396,0.970512,0.989774
-7599.06,0.926918,0.370415,4,15,0,7601.94,9597.52,0.999858,0.988229,0.992312,0.992389,0.986737,0.0109467
-7596.5,0.91244,0.370415,3,7,0,7602.44,9611.37,0.999816,0.998955,0.987001,0.998798,0.973305,0.426722
-7598.36,0.895391,0.370415,3,7,0,7601.02,9665.99,0.999532,0.973235,0.990558,0.990392,0.979804,0.971805
-7598.57,0.599713,0.370415,3,7,0,7602.99,9797.73,0.999282,0.971489,0.98806,0.994215,0.950824,0.971862
-7593.43,1,0.370415,3,7,0,7599.83,9615.1,0.997958,0.992888,0.984594,0.996613,0.980962,0.830043
-7594.16,0.978353,0.370415,4,15,0,7595.76,9851.04,0.996498,0.982774,0.994629,0.9978,0.979779,0.939334
-7595.61,0.880703,0.370415,3,7,0,7600.1,9849.75,0.998317,0.986786,0.9952,0.991362,0.996609,0.750447
-7598.4,0.887182,0.370415,4,15,0,7600.27,10035.1,0.999137,0.989751,0.995693,0.999444,0.9991,0.517516
-7594.8,0.96651,0.370415,3,7,0,7601.64,9675.63,0.99827,0.991158,0.994205,0.994209,0.976783,0.0293648
-7598.03,0.947182,0.370415,3,7,0,7603.81,9657.05,0.960935,0.987608,0.976066,0.992981,0.983328,0.384628
-7595.82,1,0.370415,3,7,0,7601.24,9537.02,0.975249,0.988495,0.983205,0.990598,0.974459,0.134737
-7594.5,0.67807,0.370415,3,7,0,7601.96,9555.48,0.994751,0.998273,0.998292,0.995106,0.974185,0.845256
-7599.22,0.930977,0.370415,3,7,0,7602.91,10150.2,0.982603,0.971729,0.999729,0.994775,0.995137,0.408103
-7598.5,0.937274,0.370415,3,7,0,7607.22,9936.98,0.998687,0.995288,0.996231,0.998254,0.999532,0.861275
-7593.69,0.913746,0.370415,3,7,0,7600.88,9761.11,0.988805,0.99859,0.989812,0.992566,0.970902,0.140825
-7592.77,0.997565,0.370415,3,7,0,7594.28,9973.84,0.993729,0.997731,0.991324,0.99789,0.976865,0.685009
-7593.18,0.975403,0.370415,3,7,0,7595.18,9902.39,0.99105,0.983516,0.996837,0.9941,0.974628,0.163544
-7598.06,0.834291,0.370415,3,7,0,7598.77,9505.82,0.994992,0.997974,0.999494,0.999635,0.991406,0.829122
