# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:19:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_317.json
# init = 2 (Default)
# random
#   seed = 1673943241 (Default)
# output
#   file = output_model_baseline/output_317.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.440073
# Diagonal elements of inverse mass matrix:
# 0.000598412, 0.789091, 0.0830667, 0.138604, 0.00680034, 0.0232544, 3.22622
-6508.29,0.844287,0.440073,3,7,0,6512.43,2460.81,0.956044,0.904893,0.937163,0.683886,0.894843,0.990292
-6502.88,1,0.440073,3,7,0,6511.21,2454.26,0.971498,0.927323,0.954978,0.704386,0.893014,0.558979
-6502.43,0.954247,0.440073,3,7,0,6504.15,2467.62,0.967883,0.942183,0.937918,0.683434,0.865761,0.468898
-6502.89,0.8595,0.440073,2,7,0,6506.37,2490.28,0.957185,0.939965,0.93246,0.699618,0.875499,0.335741
-6503.36,0.869591,0.440073,3,7,0,6505.81,2519.03,0.970158,0.9276,0.963547,0.699615,0.861166,0.407173
-6504.55,0.932906,0.440073,3,7,0,6505.48,2509.67,0.954716,0.921816,0.960147,0.685136,0.850828,0.490104
-6506.87,0.686894,0.440073,3,7,0,6509.84,2393.72,0.993842,0.945053,0.930963,0.69746,0.907926,0.442569
-6505.19,0.951374,0.440073,3,7,0,6509.97,2444.98,0.983855,0.920652,0.964249,0.690093,0.843817,0.515661
-6505.37,0.994387,0.440073,3,7,0,6507.93,2407.09,0.980273,0.931989,0.968109,0.689329,0.844992,0.339582
-6504.72,0.9991,0.440073,3,15,0,6507.29,2542.42,0.964054,0.934156,0.969207,0.703937,0.891541,0.753193
