# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:20:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_367.json
# init = 2 (Default)
# random
#   seed = 1673982164 (Default)
# output
#   file = output_model_baseline/output_367.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.317309
# Diagonal elements of inverse mass matrix:
# 0.000748815, 0.560846, 1.21624, 0.0263033, 0.0237839, 1.50609, 3.08065
-7163,0.901726,0.317309,3,7,0,7165.73,5889.6,0.950295,0.965958,0.863493,0.829376,0.984666,0.396645
-7158.34,0.995836,0.317309,4,15,0,7164.22,5880.72,0.983502,0.975155,0.879465,0.851902,0.986384,0.37087
-7161.28,0.898767,0.317309,2,3,0,7161.63,5927.78,0.985095,0.987592,0.881401,0.84614,0.967969,0.379553
-7160.5,1,0.317309,3,7,0,7165.58,5946.22,0.989347,0.993118,0.877773,0.856273,0.980006,0.325002
-7159.05,0.969209,0.317309,3,7,0,7164.09,5851.27,0.985633,0.991423,0.871093,0.863279,0.973313,0.318612
-7160.57,0.974491,0.317309,4,15,0,7163.73,5537.5,0.987781,0.991904,0.898906,0.885335,0.9753,0.0300384
-7159.35,0.99638,0.317309,4,15,0,7163.67,5621.34,0.991567,0.977235,0.857377,0.858917,0.994626,0.180239
-7160.12,0.999176,0.317309,3,15,0,7163.34,5742.99,0.997925,0.980404,0.8563,0.876005,0.993419,0.187733
-7159.43,0.98954,0.317309,3,15,0,7162.42,5670.17,0.996149,0.970017,0.889818,0.871955,0.994598,0.929976
