# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:18:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_109.json
# init = 2 (Default)
# random
#   seed = 1673846076 (Default)
# output
#   file = output_model_baseline/output_109.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.436776
# Diagonal elements of inverse mass matrix:
# 0.000617131, 0.00682006, 0.509908, 0.0694454, 0.17771, 0.00753763, 3.17577
-6858.95,0.878286,0.436776,3,7,0,6861.55,3892.7,0.731245,0.973877,0.946314,0.969823,0.769507,0.0188491
-6861.21,0.991046,0.436776,3,7,0,6862.39,3994.17,0.738211,0.95515,0.944516,0.964018,0.78223,0.0028153
-6856.09,0.94939,0.436776,3,7,0,6864.52,3778.18,0.744604,0.977862,0.922681,0.95588,0.753717,0.572926
-6858.92,0.865745,0.436776,2,3,0,6860.98,3788.32,0.724798,0.955157,0.932872,0.970556,0.754122,0.937764
-6857.66,1,0.436776,3,7,0,6860.92,3792.25,0.739095,0.973198,0.933783,0.978448,0.757506,0.199197
-6863.1,0.930948,0.436776,3,7,0,6864.6,3991.01,0.74074,0.991771,0.918355,0.913982,0.754114,0.953819
-6859.28,0.942882,0.436776,3,15,0,6866.21,3899.17,0.731857,0.994657,0.938614,0.965664,0.748865,0.679148
-6860.91,0.878854,0.436776,3,7,0,6864.16,3956.54,0.752915,0.925728,0.938403,0.957943,0.795695,0.308675
-6859.76,1,0.436776,3,7,0,6862.87,3844.14,0.762475,0.993307,0.927975,0.943243,0.789842,0.837907
-6859.37,0.99952,0.436776,3,7,0,6861.79,3798.88,0.764168,0.995081,0.91978,0.954501,0.768683,0.721156
-6858.33,0.977618,0.436776,3,7,0,6861.41,3931.95,0.732495,0.986669,0.93811,0.944653,0.764387,0.0393925
-6857.74,0.976838,0.436776,3,7,0,6861.8,3829.97,0.749498,0.979617,0.910889,0.94456,0.787407,0.786443
-6858.48,0.975434,0.436776,3,7,0,6861.47,3887.96,0.736426,0.985314,0.958486,0.958122,0.750615,0.213463
-6858.18,1,0.436776,3,7,0,6859.13,3916.79,0.736411,0.98589,0.956891,0.961766,0.755845,0.235199
-6859.06,0.976132,0.436776,3,7,0,6862.78,3849.18,0.729551,0.939086,0.910455,0.94378,0.783621,0.73531
-6858.03,0.942932,0.436776,3,7,0,6863.39,3811.92,0.735637,0.983328,0.95835,0.944,0.756985,0.762922
-6858.01,0.94436,0.436776,3,7,0,6861.71,3890.74,0.72925,0.975956,0.957798,0.935503,0.751511,0.627223
