# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:20:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_377.json
# init = 2 (Default)
# random
#   seed = 1673984773 (Default)
# output
#   file = output_model_baseline/output_377.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.374951
# Diagonal elements of inverse mass matrix:
# 0.00062244, 0.00659551, 1.03208, 0.751869, 0.0106561, 0.0188221, 3.03965
-6852.25,0.800021,0.374951,4,15,0,6857.21,3752.36,0.379348,0.991276,0.959612,0.762849,0.791917,0.499187
-6851.64,0.943449,0.374951,3,7,0,6855.06,3978.54,0.399386,0.970572,0.988157,0.746426,0.826229,0.349145
-6853.22,0.870458,0.374951,3,15,0,6854.98,3937.1,0.400305,0.997114,0.986167,0.764365,0.822775,0.916196
-6851.73,0.993893,0.374951,3,7,0,6856.18,3730.26,0.414213,0.990944,0.984626,0.743797,0.808358,0.181972
-6852.39,0.997025,0.374951,3,7,0,6853.55,3776.35,0.41595,0.993275,0.990317,0.729487,0.802899,0.344158
-6851.97,0.989679,0.374951,3,7,0,6853.9,3746.03,0.425224,0.990422,0.977543,0.739876,0.809521,0.137584
-6852.28,0.995561,0.374951,3,15,0,6854.34,3794.06,0.417885,0.996619,0.957312,0.771157,0.817223,0.205135
-6854.71,0.942789,0.374951,3,7,0,6857.14,3951.68,0.388422,0.99196,0.98022,0.743912,0.868928,0.744879
-6855.25,0.962762,0.374951,4,15,0,6861.3,3818.15,0.431193,0.99844,0.961364,0.786089,0.843682,0.546314
-6852.11,0.999905,0.374951,3,7,0,6856.55,3915.19,0.420818,0.99547,0.968905,0.753814,0.843396,0.718403
-6854.94,0.850674,0.374951,3,15,0,6855.85,3775.44,0.388543,0.963816,0.998035,0.752996,0.792114,0.211845
-6851.66,1,0.374951,4,15,0,6856.4,3922.4,0.422124,0.994739,0.971279,0.74566,0.837637,0.669352
-6856.9,0.905418,0.374951,3,7,0,6857.97,3931.81,0.399229,0.998041,0.984853,0.759162,0.864009,0.962392
-6857.82,0.986755,0.374951,3,7,0,6861.75,4037.32,0.388153,0.997708,0.989871,0.787004,0.855156,0.219845
