# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2024-11-24 05:24:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_758.json
# init = 2 (Default)
# random
#   seed = 1674187298 (Default)
# output
#   file = output_model_baseline/output_758.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.4769
# Diagonal elements of inverse mass matrix:
# 0.00066717, 0.12925, 0.0278019, 0.244699, 0.205221, 0.0073773, 2.92133
-6934.86,0.938409,0.4769,3,7,0,6939.34,4123.32,0.957755,0.906034,0.955467,0.957793,0.829114,0.373513
-6934.01,0.865554,0.4769,3,7,0,6938.61,4364.63,0.95223,0.921111,0.962906,0.968956,0.797791,0.725163
-6935.37,0.927542,0.4769,2,3,0,6936.95,4430.99,0.946995,0.930509,0.944977,0.963417,0.794097,0.442474
-6935.6,0.682514,0.4769,2,3,0,6938.82,4361.03,0.932935,0.931763,0.94578,0.962933,0.797285,0.705571
-6936.26,0.877054,0.4769,3,7,0,6937.97,4279.74,0.977056,0.891168,0.970532,0.947635,0.812289,0.361583
-6933.8,0.956158,0.4769,3,7,0,6938.91,4236.07,0.950943,0.891826,0.95823,0.954305,0.800143,0.765042
-6934.32,0.811128,0.4769,3,7,0,6938.37,4264.36,0.941841,0.898936,0.948534,0.936285,0.813166,0.648572
-6933.24,0.630014,0.4769,2,3,0,6938.58,4203.8,0.946472,0.912074,0.965617,0.967802,0.802102,0.539786
-6935.98,0.882204,0.4769,3,7,0,6936.95,4113.36,0.948556,0.907215,0.952325,0.950923,0.826772,0.0695343
-6933.84,0.884084,0.4769,2,3,0,6939.53,4166.11,0.960036,0.908513,0.954946,0.94797,0.813026,0.162615
-6934.52,0.978838,0.4769,3,7,0,6935.73,4390.79,0.949265,0.928792,0.962172,0.956873,0.799789,0.840415
-6934.79,0.937011,0.4769,3,7,0,6936.92,4186.63,0.951141,0.892329,0.944699,0.950919,0.811837,0.157379
-6934.53,0.959631,0.4769,3,7,0,6937.1,4287.97,0.951675,0.931926,0.968128,0.965374,0.815054,0.744399
-6933.69,0.988909,0.4769,3,7,0,6936.52,4297.01,0.948172,0.898306,0.953485,0.939284,0.806619,0.286893
-6933.91,0.935316,0.4769,2,3,0,6935.45,4280.34,0.94627,0.905347,0.939803,0.953793,0.805991,0.159511
-6935.82,0.96522,0.4769,3,7,0,6937.2,4489.43,0.955077,0.915502,0.973071,0.959689,0.8207,0.76763
-6935.45,0.976976,0.4769,3,7,0,6939.42,4085.95,0.947401,0.899449,0.94485,0.96956,0.804995,0.581339
-6933.41,1,0.4769,3,7,0,6936.21,4213.8,0.954959,0.913665,0.963317,0.970685,0.805068,0.327806
-6934.03,0.952419,0.4769,3,7,0,6936.97,4328.83,0.947477,0.908226,0.965366,0.974223,0.817704,0.418473
-6933.76,0.994555,0.4769,3,7,0,6934.51,4223.13,0.954233,0.917066,0.947488,0.93682,0.806811,0.56831
-6933.1,1,0.4769,3,7,0,6934.2,4304.31,0.944355,0.90749,0.963289,0.965694,0.80782,0.270601
-6936.57,0.802341,0.4769,3,7,0,6937.6,4477.92,0.967424,0.914947,0.980431,0.950774,0.807013,0.684906
-6934.37,0.993581,0.4769,3,7,0,6938.26,4300.48,0.944658,0.916646,0.9785,0.962182,0.816,0.703399
-6933.78,0.974674,0.4769,2,7,0,6935.42,4290.16,0.945426,0.919357,0.972896,0.960756,0.82019,0.511824
