# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_model
# start_datetime = 2024-11-23 21:51:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_762.json
# init = 2 (Default)
# random
#   seed = 1647052423 (Default)
# output
#   file = output/output_762.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,X,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.221931
# Diagonal elements of inverse mass matrix:
# 269101, 0.00131304, 0.0358934, 0.491094, 0.281971, 0.575217, 0.00700845, 0.0473774
-7950.9,1,0.221931,3,15,0,7957.36,31993.7,5402.4,0.706709,0.901987,0.867649,0.863483,0.484996,0.582321
-7953.2,0.906326,0.221931,4,31,0,7957.11,30748.7,5541.16,0.635488,0.952031,0.932578,0.922688,0.439842,0.563493
-7952.09,0.939546,0.221931,4,31,0,7957.58,30727.2,5731.63,0.742171,0.901575,0.9343,0.93305,0.500717,0.605125
-7951.16,0.998161,0.221931,4,15,0,7953.88,32074.3,5551.54,0.720155,0.858492,0.908237,0.911595,0.46145,0.688651
-7951.56,0.936461,0.221931,4,15,0,7957.03,31843.3,5796.54,0.748501,0.882655,0.913747,0.920493,0.450647,0.647083
-7951.12,0.99299,0.221931,5,31,0,7957.41,31434.2,5264.21,0.668521,0.873057,0.849267,0.875628,0.447516,0.554038
-7950.16,0.977535,0.221931,3,15,0,7954.97,31843.8,5568.01,0.709251,0.911341,0.930472,0.904724,0.470778,0.640401
-7950.66,0.988399,0.221931,4,31,0,7953.54,31006.4,5438.73,0.658297,0.942856,0.924644,0.934784,0.448705,0.57065
