# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_model
# start_datetime = 2024-11-23 21:52:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_864.json
# init = 2 (Default)
# random
#   seed = 1647099577 (Default)
# output
#   file = output/output_864.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,X,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.392705
# Diagonal elements of inverse mass matrix:
# 17231.3, 0.000742128, 1.15387, 0.00869042, 1.0065, 1.0172, 0.00480229, 0.092279
-7081.95,0.871107,0.392705,3,7,0,7086.15,11359,1979.79,0.993572,0.761542,0.978368,0.98722,0.503694,0.927879
-7078.88,0.997566,0.392705,3,11,0,7082.98,11350.9,1976.12,0.980199,0.754356,0.98826,0.971931,0.516249,0.845254
-7082.66,0.666742,0.392705,3,15,0,7085.24,11240.7,1922.16,0.993539,0.786601,0.99416,0.996752,0.526987,0.9003
-7082.89,0.969659,0.392705,3,7,0,7087.09,11222,1970.41,0.999107,0.758395,0.989989,0.963458,0.542269,0.890258
-7082.19,0.969443,0.392705,3,15,0,7085.07,11225.2,1955.72,0.996777,0.767695,0.997666,0.995429,0.537537,0.873345
-7086.09,0.97949,0.392705,3,7,0,7087.98,11224.9,1937.57,0.99792,0.789411,0.964964,0.965332,0.507317,0.869827
-7082.19,0.42366,0.392705,3,7,0,7091.16,11373.9,1987.54,0.946362,0.767523,0.99912,0.974278,0.507509,0.874666
-7082.23,0.994617,0.392705,4,15,0,7085.59,11261.2,1954.12,0.983865,0.774074,0.968067,0.978712,0.554835,0.919136
-7081.57,0.969748,0.392705,3,7,0,7087.03,11443.5,2058.08,0.975728,0.739696,0.99844,0.965587,0.500726,0.886508
-7079.48,0.887272,0.392705,3,7,0,7083.62,11419,1985.89,0.970084,0.764859,0.992386,0.988715,0.515698,0.873826
-7081.72,0.905,0.392705,2,7,0,7084.62,11337.7,2000.68,0.956947,0.769744,0.996128,0.986001,0.544443,0.854259
-7081.72,0.00175093,0.392705,3,7,0,7088.52,11337.7,2000.68,0.956947,0.769744,0.996128,0.986001,0.544443,0.854259
-7083.9,0.880385,0.392705,3,7,0,7087.49,11221.2,1868.56,0.99051,0.748497,0.996512,0.990502,0.5171,0.901715
-7084.51,0.519946,0.392705,3,15,0,7090.51,11472.9,1971.73,0.994271,0.757216,0.999494,0.967707,0.498281,0.890933
-7083.74,0.967385,0.392705,3,7,0,7085.88,11426.4,1989.04,0.987923,0.759305,0.9524,0.9851,0.544811,0.851954
-7079.69,1,0.392705,3,7,0,7085.51,11290.3,2028.12,0.987653,0.770852,0.987214,0.959393,0.538327,0.890397
-7080.04,0.964328,0.392705,3,7,0,7081.79,11214.2,2025.21,0.967742,0.773904,0.982226,0.981911,0.533453,0.900732
