# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = model_model
# start_datetime = 2024-11-23 21:51:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = input/gene_767.json
# init = 2 (Default)
# random
#   seed = 1647055334 (Default)
# output
#   file = output/output_767.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,X,sigma,b.1,b.2,b.3,b.4,b.5,p_functional
# Adaptation terminated
# Step size = 0.331862
# Diagonal elements of inverse mass matrix:
# 161616, 0.00126697, 0.491674, 0.692983, 0.00784682, 0.00674547, 0.0200527, 0.0353557
-7588.04,0.988194,0.331862,4,15,0,7594.29,21078.4,3604.97,0.931513,0.976238,0.600173,0.60189,0.764776,0.688485
-7584.66,0.985944,0.331862,3,7,0,7591.57,20563.2,3358.63,0.967088,0.976063,0.586408,0.576074,0.754906,0.725781
-7583.84,0.976779,0.331862,4,15,0,7586.43,21334.6,3406.82,0.912527,0.880389,0.640065,0.57805,0.741661,0.727926
-7582.76,0.995388,0.331862,4,23,0,7585.87,20754.8,3480.13,0.961998,0.978353,0.615442,0.590816,0.771086,0.769284
-7584.15,0.929581,0.331862,3,7,0,7586.45,20712.5,3367.67,0.97595,0.981886,0.645407,0.59367,0.74926,0.749766
-7581.64,0.892382,0.331862,4,15,0,7588.15,21041.9,3419.82,0.937265,0.934024,0.621385,0.583692,0.735157,0.780535
-7582.86,0.937309,0.331862,3,7,0,7584.89,20916.3,3349.9,0.933531,0.918007,0.636416,0.610679,0.761645,0.752858
-7583.39,0.910284,0.331862,3,15,0,7585.51,20460.7,3428.96,0.952093,0.982273,0.637217,0.586958,0.744342,0.701445
-7585.13,0.987299,0.331862,4,15,0,7586.74,21491.8,3417.96,0.911674,0.885958,0.588061,0.611495,0.71003,0.773851
-7585.19,0.325407,0.331862,3,7,0,7589.75,21594.9,3417.74,0.898319,0.937683,0.598814,0.610927,0.720455,0.730072
-7581.86,0.90829,0.331862,3,7,0,7586.29,21380.9,3452.62,0.898951,0.931181,0.602546,0.602489,0.723268,0.745293
-7584.54,0.820517,0.331862,3,7,0,7586.5,21289,3374.66,0.938317,0.926034,0.576696,0.600852,0.746974,0.793708
